id,CITY,COUNT,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUSE,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,FIELD1,FIELD3,FIELD2,MYKEY,SIT,STATE
301005,1,30,5,1,20,8,0,4,4,1,4,3,4,3,0,2,0,2,0,0,0,0,0,1,2,3,2,2,4,4,1,2,2,1,2,sadness,4,3,3010054,Saw the village I come from still pay money to buy wife.,1
301005,1,30,5,1,20,8,0,4,4,1,6,3,4,3,1,0,0,0,0,0,0,0,0,2,3,3,1,1,1,5,1,1,1,0,0,shame,4,3,3010056,Found out that I am not good at football.,1
301006,1,30,6,1,21,8,0,5,4,8,1,1,3,3,0,0,1,1,0,1,0,0,0,1,1,1,1,1,3,4,1,3,3,0,0,joy,3,3,3010061,"Coming to this lecture and listen to you talking about feelings, à I am so happy that foreigners have the same feelings as Chinese.",1
301006,1,30,6,1,21,8,0,5,4,8,2,2,3,3,2,0,2,2,0,0,0,0,3,2,1,3,3,1,1,5,1,1,1,0,0,fear,3,3,3010062,Damaged the tap in the residental Hall.,1
301006,1,30,6,1,21,8,0,5,4,8,3,2,2,3,1,0,0,0,0,0,0,0,0,1,2,3,2,3,3,1,2,2,2,0,0,anger,2,3,3010063,"Too many people in TV room, I was not able to get a seat to watch à TV.",1
301007,1,30,7,1,18,8,0,5,5,1,7,1,4,3,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,5,1,2,3,0,0,guilt,4,3,3010077,Passing by a good friend's home without coming in to visit him.,1
301008,1,30,8,1,21,8,0,7,6,8,7,2,4,3,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,5,1,2,3,0,0,guilt,4,3,3010087,My mother wrote me and said that I would not writ enough letters à home.,1
301009,1,30,9,1,18,8,0,5,4,1,1,1,4,3,0,0,1,2,0,1,0,0,0,1,3,1,1,1,2,4,1,3,2,2,0,joy,4,3,3010091,My parents came to visit me.,1
301009,1,30,9,1,18,8,0,5,4,1,2,1,2,3,3,1,-1,1,0,0,0,0,0,2,1,3,2,1,1,5,1,3,3,0,1,fear,2,3,3010092,Could not find my way out in the college building at night.,1
301009,1,30,9,1,18,8,0,5,4,1,3,2,4,3,2,0,0,2,-1,0,0,0,0,1,1,3,2,3,3,1,3,2,3,3,0,anger,4,3,3010093,Saw in the TV South Korea cheating in the Asian Olympic games.,1
301009,1,30,9,1,18,8,0,5,4,1,4,1,3,3,0,0,-1,0,0,0,0,0,0,1,2,3,2,1,4,1,1,2,3,1,0,sadness,3,3,3010094,General Ye Jianying died.,1
301009,1,30,9,1,18,8,0,5,4,1,5,1,2,3,0,1,0,1,-1,0,0,0,0,3,2,2,2,1,2,4,1,2,2,0,1,disgust,2,3,3010095,A girl I do not like kept coming to me and talking to me.,1
301009,1,30,9,1,18,8,0,5,4,1,6,1,4,3,0,1,2,1,0,0,0,0,2,2,2,3,3,1,1,5,1,1,2,0,1,shame,4,3,3010096,Failing an examn.,1
301009,1,30,9,1,18,8,0,5,4,1,7,1,3,3,2,0,2,2,0,0,0,0,0,2,1,3,3,1,1,5,1,1,3,0,0,guilt,3,3,3010097,Made a misjudgement in a football match.,1
301010,1,30,10,2,22,8,0,6,4,8,2,4,2,3,2,0,-1,1,0,0,0,0,1,1,1,3,2,1,1,1,1,2,2,1,0,fear,2,3,3010102,Getting lost in a strange place.,1
301010,1,30,10,2,22,8,0,6,4,8,7,3,4,3,1,0,2,1,0,0,0,0,1,3,3,3,2,2,1,5,1,2,2,0,0,guilt,4,3,3010107,Unable to help my mother to cook.,1
301012,1,30,12,2,22,8,0,7,4,8,1,1,2,3,0,0,1,1,0,1,0,0,0,1,1,1,2,1,2,4,1,2,3,3,0,joy,2,3,3010121,I met a friend I had not seen for a long time on the street.,1
301012,1,30,12,2,22,8,0,7,4,8,2,1,1,3,2,0,0,1,0,0,0,0,0,1,2,3,2,1,1,5,1,2,2,1,0,fear,1,3,3010122,Going to the examn not well prepared.,1
301012,1,30,12,2,22,8,0,7,4,8,7,1,2,3,0,0,2,1,0,0,0,0,0,1,2,3,2,1,1,4,1,2,2,2,0,guilt,2,3,3010127,Did not get up early enough to watch my class football team à playing against another team.,1
301013,1,30,13,1,21,5,2,4,4,1,7,3,4,3,1,0,2,0,0,0,0,0,0,1,1,3,2,2,1,5,1,1,1,3,0,guilt,4,3,3010137,Not being a good host for a friend from a far away place.,1
301014,1,30,14,2,21,0,0,7,6,8,1,2,3,3,0,0,1,1,0,1,0,0,0,1,2,1,1,1,2,4,1,3,3,0,0,joy,3,3,3010141,My class winning against another class in a football match.,1
301014,1,30,14,2,21,0,0,7,6,8,2,4,2,3,3,1,-1,1,0,0,1,0,0,1,1,3,2,1,1,1,1,2,2,0,2,fear,2,3,3010142,Walking alone in the dark in a strange street.,1
301014,1,30,14,2,21,0,0,7,6,8,3,2,4,3,2,1,2,1,0,0,0,0,0,2,1,3,2,3,2,1,3,2,2,0,1,anger,4,3,3010143,A friend forgot his appointment with me.,1
301014,1,30,14,2,21,0,0,7,6,8,4,2,4,3,0,1,0,1,0,1,0,0,3,1,1,3,2,2,2,5,1,1,2,0,1,sadness,4,3,3010144,A friend misunderstood me.,1
301014,1,30,14,2,21,0,0,7,6,8,5,2,1,3,0,0,0,1,0,0,0,0,0,1,1,3,2,1,2,4,1,2,3,0,0,disgust,1,3,3010145,A boy in my class talking too loud in the lecture.,1
301014,1,30,14,2,21,0,0,7,6,8,6,2,2,3,1,0,0,0,0,0,0,0,0,2,1,3,2,2,2,1,1,1,1,3,0,shame,2,3,3010146,Not being able to have a party at home with friends.,1
301015,1,30,15,1,20,8,0,7,7,1,1,1,4,3,0,0,1,3,0,1,0,0,0,1,2,1,2,1,2,4,1,2,3,3,0,joy,4,3,3010151,Meeting an old friend from high school.,1
301015,1,30,15,1,20,8,0,7,7,1,3,1,4,3,3,0,0,2,0,0,0,0,0,1,1,3,3,2,2,5,1,2,3,3,0,anger,4,3,3010153,Misunderstood deliberately by a close friend.,1
301015,1,30,15,1,20,8,0,7,7,1,4,4,4,3,0,1,0,1,0,0,0,0,0,1,1,3,3,2,4,1,1,2,3,0,1,sadness,4,3,3010154,My old teacher in primary school died.,1
301015,1,30,15,1,20,8,0,7,7,1,5,2,1,3,1,0,0,1,-1,0,0,0,0,1,2,3,2,2,3,2,1,2,2,0,0,disgust,1,3,3010155,Getting into a crowded bus.,1
301015,1,30,15,1,20,8,0,7,7,1,6,3,4,3,2,0,0,2,0,0,0,0,2,2,1,3,3,2,1,5,1,1,1,0,0,shame,4,3,3010156,Being rude to somebody who was impolite to me.,1
301016,1,30,16,1,21,8,0,7,6,1,1,2,4,3,0,0,1,1,0,1,0,0,1,1,1,1,2,1,2,4,1,2,3,3,0,joy,4,3,3010161,My old friend visited me in the university.,1
301016,1,30,16,1,21,8,0,7,6,1,5,1,1,3,0,1,0,1,0,0,0,0,0,1,3,3,2,1,3,3,1,2,2,2,1,disgust,1,3,3010165,Cueing in the students dining hall.,1
301017,1,30,17,1,20,8,0,4,4,1,2,3,4,3,1,0,-1,0,0,0,0,0,0,1,1,3,3,2,1,5,1,1,1,0,0,fear,4,3,3010172,Finding out that I am not an as able student as I thought.,1
301017,1,30,17,1,20,8,0,4,4,1,3,1,2,3,0,1,0,2,0,0,0,0,0,3,1,3,2,3,2,5,1,2,2,0,1,anger,2,3,3010173,I was told to do something I did not want to do.,1
301018,1,30,18,2,21,8,0,6,5,8,1,1,3,3,1,0,2,3,0,1,0,0,0,1,2,1,1,1,3,4,1,3,3,3,0,joy,3,3,3010181,Saw in TV that China had the most gold medals in the Asian à Olympic.,1
301018,1,30,18,2,21,8,0,6,5,8,4,3,4,3,0,0,0,1,0,0,0,0,0,3,2,3,3,1,4,1,1,1,2,0,0,sadness,4,3,3010184,Finding out I am not good looking.,1
301018,1,30,18,2,21,8,0,6,5,8,7,1,3,3,0,0,2,0,0,0,0,0,0,3,1,3,3,2,1,5,1,1,1,1,0,guilt,3,3,3010187,Being rude to someone I do not like.,1
301019,1,30,19,2,19,5,2,7,6,1,4,4,4,3,0,1,0,1,0,0,1,0,0,1,2,3,3,1,1,1,1,1,3,0,2,sadness,4,3,3010194,Not winning a medal in the swimming contest.,1
301019,1,30,19,2,19,5,2,7,6,1,5,1,2,3,1,1,0,0,0,0,0,0,0,1,2,3,2,3,2,5,1,2,3,1,1,disgust,2,3,3010195,Some students talking when other people are having a nap.,1
301033,1,30,33,2,21,8,0,4,4,1,7,3,4,3,0,0,2,1,0,0,0,0,1,3,2,3,3,2,2,5,1,1,2,0,0,guilt,4,3,3010337,A friend asked for help and I was not able to help.,1
301034,1,30,34,1,21,8,0,6,4,8,1,1,4,3,2,0,1,3,0,1,0,0,0,1,2,1,1,1,3,4,1,3,3,3,0,joy,4,3,3010341,China winning the Asian Olympic.,1
301034,1,30,34,1,21,8,0,6,4,8,3,1,2,3,3,0,2,3,1,0,0,0,0,1,1,3,2,3,3,1,3,2,2,2,0,anger,2,3,3010343,Korean judges cheating.,1
301034,1,30,34,1,21,8,0,6,4,8,7,2,4,3,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,5,1,2,2,3,0,guilt,4,3,3010347,Not beeing able to stay with my mother for the National Day à holiday.,1
301035,1,30,35,2,18,8,0,2,2,1,1,1,2,3,1,0,1,2,0,1,0,0,0,1,2,1,2,1,2,4,1,2,3,3,0,joy,2,3,3010351,Being together with my best friend.,1
301036,1,30,36,1,21,8,0,6,5,8,1,1,3,3,0,0,1,1,0,1,0,0,0,1,1,1,2,1,3,4,1,2,3,3,0,joy,3,3,3010361,My best friend chosen for your English lectures.,1
301036,1,30,36,1,21,8,0,6,5,8,3,1,1,3,2,0,2,2,0,0,0,0,0,1,2,3,2,2,3,1,2,2,2,2,0,anger,1,3,3010363,My class leader told me the university won't let all of us go to à your lectures because we are not All English Class.,1
301036,1,30,36,1,21,8,0,6,5,8,4,1,4,3,0,0,0,1,0,0,0,0,0,2,1,3,3,2,3,1,2,1,2,0,0,sadness,4,3,3010364,When I was not chosen to go to your English lectures. ,1
301036,1,30,36,1,21,8,0,6,5,8,6,1,4,3,0,0,2,0,0,0,0,0,0,1,2,3,2,2,3,1,1,2,2,3,0,shame,4,3,3010366,China cannot let you give more lectures because you are needed in à the specialist clinics. We are so backward in medicine.,1
301036,1,30,36,1,21,8,0,6,5,8,7,1,4,3,0,0,2,0,0,0,0,0,0,2,1,3,2,1,3,3,1,1,1,1,0,guilt,4,3,3010367,I hated you for not letting me go and found out that it was not à your decision.,1
302068,1,30,68,2,21,8,0,7,7,8,4,1,1,3,0,0,0,0,0,0,0,0,0,1,2,3,2,2,3,5,2,2,2,1,0,sadness,1,3,3010684,Finding out my best friend cannot go to the English lectures.,1
302068,1,30,68,2,21,8,0,7,7,8,5,1,2,3,0,0,0,0,0,0,0,0,0,1,1,3,2,3,2,5,2,2,2,1,0,disgust,2,3,3010685,Heard some postgraduate students talking about girls being à unsiutable to do medicine.,1
302068,1,30,68,2,21,8,0,7,7,8,6,2,4,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,1,2,1,1,0,0,shame,4,3,3010686,Failing in an examn.,1
302068,1,30,68,2,21,8,0,7,7,8,7,1,4,3,1,0,0,0,0,0,0,0,0,1,2,3,2,2,3,1,1,2,1,3,0,guilt,4,3,3010687,Not being able to convince my class leader that my friend is à better than me to go to the English lectures.,1
302069,1,30,69,2,23,8,0,7,7,3,4,4,4,3,1,0,0,1,0,0,1,0,0,1,2,3,2,2,4,2,1,2,2,0,1,sadness,4,3,3010694,My grandmother died.,1
302070,1,30,70,2,20,8,0,7,7,8,2,1,1,3,0,0,-1,0,0,0,0,0,0,0,1,3,2,1,1,4,1,3,0,0,0,fear,1,3,3010702,Staying alone in a dark place.,1
302070,1,30,70,2,20,8,0,7,7,8,3,2,2,3,1,0,2,0,-1,0,0,0,0,1,1,3,2,2,3,5,2,2,2,1,0,anger,2,3,3010703,Being sexually assulted on a bus.,1
302070,1,30,70,2,20,8,0,7,7,8,7,2,3,3,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,4,1,1,1,3,0,guilt,3,3,3010707,Not being able to help my friend to do homework.,1
302071,1,30,71,1,25,8,0,6,6,3,2,4,2,3,1,0,0,0,-1,0,0,0,0,1,2,3,2,3,2,1,3,1,2,0,0,fear,2,3,3010712,Beaten up by a classmate in school.,1
302071,1,30,71,1,25,8,0,6,6,3,4,3,4,3,0,0,0,1,0,0,0,0,1,3,2,3,1,2,4,5,1,3,2,0,0,sadness,4,3,3010714,A girl I love does not love me.,1
302071,1,30,71,1,25,8,0,6,6,3,7,2,3,3,0,1,0,0,0,0,0,0,0,2,3,3,3,1,1,5,1,1,2,0,1,guilt,3,3,3010717,Not handing in homework in time.,1
302072,1,30,72,1,23,8,0,6,7,8,2,4,1,3,0,0,-1,1,0,0,0,0,0,1,1,3,3,1,1,5,1,1,2,0,0,fear,1,3,3010722,First time in anatomy.,1
302072,1,30,72,1,23,8,0,6,7,8,3,3,3,3,2,0,0,2,0,0,0,0,0,1,1,3,2,2,2,5,2,2,2,3,0,anger,3,3,3010723,Misunderstood by a close friend for the wrong reason.,1
302072,1,30,72,1,23,8,0,6,7,8,6,2,3,3,0,0,2,0,0,0,0,0,0,1,1,3,2,2,3,1,3,2,2,1,0,shame,3,3,3010726,Finding out that the university police was afraid to stop the à foreign students playing loud music (China's shame). ,1
302073,1,30,73,1,23,8,0,4,4,3,1,3,3,3,0,0,0,1,0,1,0,0,0,1,1,2,1,1,1,4,1,3,3,2,0,joy,3,3,3010731,Aticle published.,1
302073,1,30,73,1,23,8,0,4,4,3,3,1,1,3,1,0,0,1,0,0,0,0,1,1,1,3,2,1,2,5,1,2,2,0,0,anger,1,3,3010733,Made a statement that other people did not believe.,1
302073,1,30,73,1,23,8,0,4,4,3,4,4,1,3,0,0,0,1,0,0,0,0,0,1,2,3,1,3,0,1,1,2,2,0,0,sadness,1,3,3010734,Saw poverty in the countryside.,1
302074,1,30,74,1,23,8,0,4,4,8,4,1,3,3,0,0,0,1,0,0,0,0,0,1,2,3,3,1,4,1,1,1,0,0,0,sadness,3,3,3010744,Finding out that life span in China is shorter than in the West.,1
302074,1,30,74,1,23,8,0,4,4,8,5,3,1,3,0,0,0,0,0,0,0,0,0,2,2,3,2,1,0,5,1,2,2,2,0,disgust,1,3,3010745,Girls dressed like foreigners in the university.,1
302074,1,30,74,1,23,8,0,4,4,8,6,3,4,3,1,0,0,1,0,0,0,0,0,1,1,3,3,2,3,5,2,3,1,0,0,shame,4,3,3010746,Being insulted in public.,1
302074,1,30,74,1,23,8,0,4,4,8,7,1,4,3,0,0,2,1,0,0,0,0,0,1,2,3,2,1,1,5,1,2,1,2,0,guilt,4,3,3010747,Insulting other people.,1
302076,1,30,76,1,21,8,0,7,7,8,5,3,1,3,0,0,0,0,0,0,0,0,0,2,1,3,2,2,3,4,2,2,2,0,0,disgust,1,3,3010765,Saw people quarreling in a bus.,1
302077,1,30,77,1,23,8,0,5,4,2,3,4,4,3,0,0,0,1,0,0,0,0,0,1,1,3,0,3,3,5,3,2,2,2,0,anger,4,3,3010773,Saw some young people fighting for seats on a bus.,1
302077,1,30,77,1,23,8,0,5,4,2,5,4,4,3,0,1,0,1,0,0,0,0,0,2,2,3,0,2,2,5,2,0,0,2,1,disgust,4,3,3010775,Saw people spitting in public.,1
301037,1,30,37,1,20,8,0,6,6,3,3,1,4,3,2,0,0,1,0,0,0,0,0,3,3,3,2,1,4,1,1,1,2,0,0,anger,4,3,3010373,Falling in love although she is my friend (angry with myself).,1
301037,1,30,37,1,20,8,0,6,6,3,4,1,4,3,0,1,0,0,0,0,0,0,0,2,1,3,2,2,4,3,2,1,2,0,1,sadness,4,3,3010374,My friend still trusts me as a friend.,1
301037,1,30,37,1,20,8,0,6,6,3,6,3,2,3,1,0,0,1,0,0,0,0,0,2,1,2,2,2,4,3,1,1,2,0,0,shame,2,3,3010376,Insulted by a teacher in front of the class.,1
301037,1,30,37,1,20,8,0,6,6,3,7,1,4,3,0,0,2,1,0,0,0,0,0,3,1,3,2,1,1,1,1,2,2,2,0,guilt,4,3,3010377,Falling in love with a close friend.,1
301038,1,30,38,1,21,8,0,7,5,8,1,1,3,3,0,0,1,1,0,1,0,0,0,2,1,1,1,1,4,4,1,3,2,0,0,joy,3,3,3010381,Doing unexpectedly well in an examn.,1
301038,1,30,38,1,21,8,0,7,5,8,2,1,1,3,3,0,-1,1,0,0,0,0,0,1,2,3,1,1,1,5,1,2,2,0,0,fear,1,3,3010382,Before the examn.,1
301038,1,30,38,1,21,8,0,7,5,8,5,1,2,3,2,0,0,1,0,0,0,0,0,1,2,3,3,2,3,1,3,2,2,1,0,disgust,2,3,3010385,Someone told me he was chosen for the English lectures because he à was a good friend of the class leader.,1
301038,1,30,38,1,21,8,0,7,5,8,7,1,2,3,0,0,2,0,0,0,0,0,0,1,1,3,3,1,1,5,1,2,2,0,0,guilt,2,3,3010387,Late for a lecture and therefore missed it.,1
301039,1,30,39,2,26,8,0,6,6,3,1,1,4,3,0,0,2,1,0,1,0,0,0,1,1,1,1,1,1,4,1,3,3,3,0,joy,4,3,3010391,Talking to a close friend.,1
301039,1,30,39,2,26,8,0,6,6,3,2,3,1,3,1,0,0,1,0,0,0,0,1,1,1,2,1,1,1,5,1,2,2,0,0,fear,1,3,3010392,Ran into a parking car on a bicycle.,1
301039,1,30,39,2,26,8,0,6,6,3,3,3,2,3,0,1,0,1,0,1,0,0,0,1,2,3,2,2,4,4,1,2,2,1,1,anger,2,3,3010393,Insulted for no reason.,1
301039,1,30,39,2,26,8,0,6,6,3,6,3,2,3,1,0,0,1,0,0,0,0,0,2,1,3,1,2,4,3,1,1,2,0,0,shame,2,3,3010396,Saw a beggar on the street (China still so poor).,1
301039,1,30,39,2,26,8,0,6,6,3,7,1,3,3,0,0,2,1,0,0,0,0,0,1,1,2,2,1,2,5,1,2,2,0,0,guilt,3,3,3010397,Could not buy a reference book because I got up too late to cue.,1
301040,1,30,40,1,22,8,0,7,7,8,3,1,1,3,2,0,2,1,1,0,0,0,0,1,1,3,2,2,2,4,2,2,2,2,0,anger,1,3,3010403,Told by some people the class leader only choose his friends (not à true).,1
301040,1,30,40,1,22,8,0,7,7,8,4,2,4,3,0,1,0,1,0,0,0,0,0,1,1,3,2,3,3,1,3,1,3,3,1,sadness,4,3,3010404,One of my best friends was hurt by a girl he loves.,1
301040,1,30,40,1,22,8,0,7,7,8,5,3,1,3,0,1,0,1,0,0,0,0,0,1,2,3,2,1,3,4,1,2,2,0,1,disgust,1,3,3010405,Saw a very arrogant girl walking like a queen.,1
301040,1,30,40,1,22,8,0,7,7,8,7,1,3,3,0,0,2,1,0,0,0,0,0,1,1,3,2,1,1,5,1,3,3,3,0,guilt,3,3,3010407,A friend asked to borrow my notes and I did not give them away à (my notes too badly written),1
301041,1,30,41,1,22,8,0,7,7,1,1,3,4,3,0,0,1,1,0,1,0,0,0,1,2,1,1,1,2,4,1,3,3,3,0,joy,4,3,3010411,Talking to a close friend.,1
301041,1,30,41,1,22,8,0,7,7,1,4,2,4,3,0,1,0,1,0,0,0,0,0,2,2,3,2,2,2,5,2,2,1,0,1,sadness,4,3,3010414,Father lost his temper at home because he was mistreated at work.,1
301042,1,30,42,1,22,8,0,7,6,8,1,3,4,3,0,0,1,2,0,1,0,0,0,1,2,1,2,1,2,4,1,2,3,2,0,joy,4,3,3010421,My father promoted to be a professor.,1
301042,1,30,42,1,22,8,0,7,6,8,2,3,1,3,0,0,-1,1,-1,0,0,0,0,1,2,3,1,1,1,5,1,3,2,0,0,fear,1,3,3010422,Anatomy lesson and told we have to do it at night sometimes.,1
301042,1,30,42,1,22,8,0,7,6,8,6,2,4,3,1,0,2,1,0,0,0,0,0,2,1,3,3,2,3,1,2,1,1,0,0,shame,4,3,3010426,Criticized in front of the class.,1
301043,1,30,43,1,22,8,0,5,4,2,5,1,1,3,0,0,0,0,0,0,0,0,0,1,1,2,2,1,3,4,1,2,2,1,0,disgust,1,3,3010435,Saw an arrogant girl walking pass by.,1
301045,1,30,45,1,21,8,0,4,4,2,5,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2,5,3,0,2,0,0,disgust,4,3,3010455,Someone I know and respect sexually assulted a girl.,1
301045,1,30,45,1,21,8,0,4,4,2,6,2,4,3,0,0,0,1,0,0,0,0,0,3,1,3,3,2,2,2,2,0,2,1,0,shame,4,3,3010456,My father insulted by other people.,1
301045,1,30,45,1,21,8,0,4,4,2,7,3,4,3,0,0,2,1,0,0,0,0,2,1,2,3,1,2,1,5,1,2,2,0,0,guilt,4,3,3010457,Made a mistake at work.,1
301046,1,30,46,1,21,8,0,6,5,8,5,3,3,3,0,0,0,0,0,0,0,0,0,1,1,3,3,2,3,1,3,0,2,2,0,disgust,3,3,3010465,Someone had stolen an article from a library journal.,1
301046,1,30,46,1,21,8,0,6,5,8,6,2,4,3,0,0,0,1,0,0,0,0,0,3,1,3,3,2,1,3,1,1,1,1,0,shame,4,3,3010466,Not doing well in the examn.,1
301046,1,30,46,1,21,8,0,6,5,8,7,3,4,3,0,0,0,1,0,0,0,0,1,1,2,3,1,2,1,4,1,1,2,0,0,guilt,4,3,3010467,Not finishing homework in time.,1
301047,1,30,47,2,24,8,0,6,6,3,3,1,4,3,1,0,0,0,0,0,0,0,0,2,2,3,3,3,4,5,3,1,0,0,0,anger,4,3,3010473,"Some classmates said I did not do enough social work. Therefore I à was not elected as a ""Tree Good"" student.",1
301047,1,30,47,2,24,8,0,6,6,3,4,1,3,3,1,0,0,1,0,0,0,0,0,2,2,3,2,3,1,1,3,1,0,0,0,sadness,3,3,3010474,"My father won't be so pleased with me as if I was elected ""Three à Good"".",1
301047,1,30,47,2,24,8,0,6,6,3,6,1,2,3,1,0,0,2,0,0,0,0,0,2,2,2,3,3,2,4,2,1,0,0,0,shame,2,3,3010476,"My sister said I am not a stable person, and I think she is à right.",1
301048,1,30,48,2,21,8,0,6,7,8,3,1,4,3,2,0,0,0,1,0,0,0,1,1,1,2,2,2,2,4,1,1,2,0,0,anger,4,3,3010483,Being insulted by my roommate (she is in the English Class).,1
301048,1,30,48,2,21,8,0,6,7,8,4,1,3,3,0,0,0,0,0,0,0,0,0,2,2,2,1,2,4,5,1,1,2,0,0,sadness,3,3,3010484,Not being able to do well to be chosen for the English lecture.,1
301049,1,30,49,2,20,8,0,7,7,1,1,1,4,3,1,0,2,2,0,1,0,0,3,1,3,1,1,1,2,4,1,3,3,3,0,joy,4,3,3010491,Relatives visiting me.,1
301049,1,30,49,2,20,8,0,7,7,1,3,2,3,3,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,5,2,2,2,0,0,anger,3,3,3010493,Saw my unfair report.,1
301049,1,30,49,2,20,8,0,7,7,1,5,2,4,3,0,0,0,0,0,0,0,0,0,3,2,2,2,3,3,4,2,2,2,0,0,disgust,4,3,3010495,Finding out that some students are getting good reports they do à not deserve.,1
301049,1,30,49,2,20,8,0,7,7,1,6,2,1,3,0,0,2,1,0,0,0,0,0,1,3,2,3,0,2,3,2,2,2,2,0,shame,1,3,3010496,People impolite with me because I did not get a good report.,1
301049,1,30,49,2,20,8,0,7,7,1,7,1,1,3,0,0,0,0,0,0,0,0,0,1,1,3,2,2,2,3,2,2,2,0,0,guilt,1,3,3010497,I kicked the chair in the classroom to express my anger.,1
301050,1,30,50,2,21,8,0,7,7,8,3,1,3,3,0,0,0,0,0,0,0,0,0,1,1,3,2,2,2,1,1,2,2,0,0,anger,3,3,3010503,My roommate being unconsiderate.,1
301050,1,30,50,2,21,8,0,7,7,8,6,3,4,3,0,0,2,0,0,0,0,0,0,2,2,3,2,2,1,5,1,2,2,0,0,shame,4,3,3010506,Not doing well in the examn.,1
301050,1,30,50,2,21,8,0,7,7,8,7,1,1,3,0,0,0,0,0,0,0,0,0,1,3,3,2,3,2,2,3,2,2,0,0,guilt,1,3,3010507,"Some boys talking about nicknames of the lecturers, and I was too à afraid of them to stop them.",1
301051,1,30,51,1,20,8,0,4,4,2,2,4,2,3,3,0,0,1,0,0,0,0,0,1,1,3,3,2,3,5,2,2,2,1,0,fear,2,3,3010512,My boat running into another boat.,1
301051,1,30,51,1,20,8,0,4,4,2,4,4,3,3,1,1,-1,1,0,0,0,0,0,1,1,3,0,3,4,1,1,2,0,0,1,sadness,3,3,3010514,My teacher's death.,1
301051,1,30,51,1,20,8,0,4,4,2,5,3,1,3,1,0,0,2,0,0,0,0,2,1,1,3,3,3,3,5,3,2,1,3,0,disgust,1,3,3010515,Saw a mate bribing the leader.,1
301051,1,30,51,1,20,8,0,4,4,2,7,3,3,3,1,0,2,1,0,0,0,0,0,3,1,3,3,2,2,4,2,2,2,0,0,guilt,3,3,3010517,Fight with my mate after a quarrel.,1
302052,1,30,52,1,21,8,0,5,6,8,1,1,1,3,0,0,1,1,0,1,0,0,0,1,1,1,2,1,2,4,1,3,3,3,0,joy,1,3,3010521,Receiving a nice present from my parents.,1
302052,1,30,52,1,21,8,0,5,6,8,2,1,2,3,0,0,-1,0,0,0,0,0,0,1,1,3,3,1,1,1,1,1,2,0,0,fear,2,3,3010522,Finding out that I made a stupid mistake in the examn.,1
302052,1,30,52,1,21,8,0,5,6,8,5,1,4,3,0,1,0,1,0,0,0,0,0,1,2,3,2,3,3,1,3,2,2,1,1,disgust,4,3,3010525,Some students whose English is worse than mine can go to your à lectures (English lectures).,1
302052,1,30,52,1,21,8,0,5,6,8,6,2,3,3,0,0,2,0,0,0,0,0,0,2,1,3,2,2,2,2,2,1,1,0,0,shame,3,3,3010526,Insulted by classmate in public.,1
302052,1,30,52,1,21,8,0,5,6,8,7,3,2,3,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,5,1,2,2,0,0,guilt,2,3,3010527,Not handing in homeworks in time.,1
302053,1,30,53,1,22,8,0,4,4,3,1,2,1,3,1,0,0,1,0,1,0,0,0,1,3,1,1,1,1,4,1,3,2,3,0,joy,1,3,3010531,Article published.,1
302053,1,30,53,1,22,8,0,4,4,3,2,4,1,3,3,0,0,1,0,0,0,0,1,1,1,3,0,2,4,4,1,0,0,0,0,fear,1,3,3010532,Walking in the dark and thinking about ghost stories.,1
302053,1,30,53,1,22,8,0,4,4,3,4,3,4,3,0,0,0,1,0,0,1,0,0,2,0,3,0,2,2,3,0,0,0,0,1,sadness,4,3,3010534,Being misunderstood by friends.,1
302053,1,30,53,1,22,8,0,4,4,3,6,4,1,3,1,0,0,0,0,0,0,0,2,0,1,3,3,2,2,5,1,1,1,0,0,shame,1,3,3010536,Failed in a piblic argument.,1
302053,1,30,53,1,22,8,0,4,4,3,7,2,4,3,1,0,0,0,0,0,0,0,0,1,1,3,0,1,4,4,1,2,2,0,0,guilt,4,3,3010537,Promised to do something for other people and did not do it.,1
302054,1,30,54,1,21,8,0,7,7,8,1,1,2,3,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,4,1,3,3,1,0,joy,2,3,3010541,Finding out I am chosen to collect norms for Chinese aphasia (I à will contribute to China's catching up with the West in à neuropsychology).,1
302054,1,30,54,1,21,8,0,7,7,8,4,1,2,3,0,0,0,0,0,0,0,0,0,1,1,3,1,3,4,1,1,2,2,0,0,sadness,2,3,3010544,Found out that my grandmother might have been misdiagnosed as a à psychiatric patient because the doctor did not know about à neurologism.,1
302054,1,30,54,1,21,8,0,7,7,8,5,2,1,3,0,0,0,0,0,0,0,0,0,3,2,3,3,3,2,5,1,1,1,0,0,disgust,1,3,3010545,Some students deliberately disobey me as a class leader.,1
